type_id,total_sales,date
1,124779,2019-02-06
2,124747,2018-07-06
1,124688,2019-05-14
2,124682,2018-04-07
2,124676,2019-02-17
3,124633,2018-10-30
2,124629,2018-12-27
2,124627,2018-10-06
1,124567,2018-08-14
1,124566,2019-04-14
2,124555,2018-07-14
2,124521,2018-09-23
3,124515,2018-04-28
2,124495,2019-04-22
2,124442,2019-04-06
3,124401,2018-04-21
3,124386,2018-10-05
3,124372,2018-12-07
2,124372,2019-02-16
2,124368,2019-05-08
2,124346,2018-08-12
1,124320,2018-04-24
2,124299,2018-04-19
1,124299,2018-05-01
1,124297,2018-08-13
2,124284,2019-03-13
1,124282,2018-10-28
1,124266,2018-06-29
2,124255,2018-12-16
3,124223,2018-08-12
2,124216,2019-06-06
3,124208,2018-12-08
2,124208,2018-05-08
2,124208,2019-03-28
1,124155,2018-05-02
2,124152,2018-02-28
2,124139,2018-10-27
1,124133,2018-10-06
3,124127,2018-08-31
3,124033,2018-04-06
1,124032,2019-06-02
2,124025,2019-03-27
1,124013,2018-06-10
3,124009,2018-05-04
2,124007,2019-03-06
3,124006,2018-10-22
3,123979,2019-03-02
1,123975,2018-02-11
2,123929,2018-03-11
3,123855,2018-06-11
1,123794,2019-01-25
1,123787,2018-12-30
3,123779,2019-02-25
2,123758,2018-05-09
1,123734,2018-05-19
2,123724,2018-10-02
2,123723,2019-01-06
1,123717,2019-02-20
1,123709,2018-04-14
3,123705,2019-04-12
2,123689,2018-11-16
2,123631,2018-07-30
1,123621,2019-03-22
2,123608,2018-03-31
2,123589,2019-04-09
2,123587,2019-05-14
1,123548,2018-12-11
2,123527,2018-04-12
3,123480,2018-03-30
1,123467,2018-01-01
3,123423,2018-07-30
2,123392,2018-08-01
2,123381,2018-01-05
1,123369,2018-05-26
1,123357,2018-04-11
2,123354,2018-04-08
1,123333,2018-10-17
1,123316,2018-08-11
1,123313,2019-03-21
2,123299,2019-01-25
3,123282,2018-09-07
3,123262,2018-02-17
2,123256,2019-05-18
2,123247,2018-02-25
2,123225,2018-08-25
3,123221,2018-11-08
2,123214,2018-05-11
1,123167,2018-01-17
1,123146,2019-01-06
1,123102,2018-08-22
1,123094,2019-02-10
2,123065,2019-03-02
2,123064,2019-03-03
3,123052,2018-12-12
2,122973,2018-03-20
3,122958,2018-05-15
1,122893,2018-09-10
1,122839,2018-12-03
2,122837,2018-08-30
3,122837,2019-05-06
2,122820,2018-06-29
2,122814,2018-12-03
2,122796,2018-03-16
2,122794,2018-11-06
1,122790,2018-11-16
3,122783,2018-08-20
3,122778,2018-03-15
2,122768,2019-01-20
2,122760,2019-04-14
1,122757,2019-05-19
3,122753,2018-07-02
2,122735,2018-07-02
2,122615,2018-02-11
2,122592,2018-04-02
2,122569,2018-06-07
2,122545,2018-09-19
2,122542,2018-12-08
3,122505,2018-10-12
3,122462,2018-05-05
3,122449,2018-11-03
1,122436,2019-06-03
3,122425,2018-11-17
2,122367,2018-10-31
2,122364,2018-11-01
3,122316,2019-05-26
2,122302,2019-05-28
2,122298,2018-06-16
1,122276,2019-03-31
1,122275,2018-02-12
2,122234,2018-01-13
1,122200,2018-09-23
1,122156,2018-09-19
2,122151,2019-01-28
1,122140,2019-01-20
2,122136,2018-02-02
1,122127,2019-02-03
1,122083,2018-08-15
1,122076,2018-01-23
2,122046,2019-01-21
2,122043,2019-02-07
2,122026,2018-01-12
1,121898,2018-03-22
1,121891,2019-06-04
1,121874,2018-12-29
1,121821,2019-06-05
2,121807,2018-05-22
1,121766,2018-08-31
1,121744,2018-10-01
1,121743,2019-02-04
1,121687,2018-11-02
1,121687,2019-05-27
1,121668,2018-03-14
2,121631,2018-10-21
1,121600,2018-09-30
2,121560,2018-03-07
3,121553,2018-05-03
1,121527,2018-11-10
2,121523,2018-06-05
3,121515,2018-03-26
3,121512,2018-11-13
2,121479,2018-05-24
1,121430,2018-07-11
3,121418,2018-08-14
2,121417,2018-11-12
2,121408,2018-07-23
1,121402,2018-01-31
1,121394,2018-02-10
2,121386,2018-08-29
3,121364,2019-04-30
2,121364,2018-09-13
1,121359,2018-11-29
2,121357,2019-01-15
2,121291,2019-05-12
2,121291,2018-01-08
2,121259,2018-12-28
1,121230,2018-11-30
2,121198,2018-04-26
2,121165,2018-07-31
2,121163,2018-12-12
1,121160,2019-04-08
1,121141,2018-12-31
3,121130,2018-10-14
1,121120,2019-04-03
1,121046,2018-05-10
3,121030,2018-12-27
2,121018,2018-10-04
2,120972,2019-04-27
1,120944,2019-03-20
2,120943,2018-01-16
1,120936,2018-06-15
2,120904,2018-05-19
1,120872,2019-02-16
3,120866,2019-04-03
2,120815,2019-01-26
3,120808,2018-06-06
1,120808,2018-03-02
2,120786,2019-04-11
1,120785,2018-08-30
1,120770,2018-01-30
1,120728,2018-03-08
2,120692,2018-02-06
1,120689,2018-11-24
2,120629,2018-08-20
2,120628,2018-08-23
3,120599,2018-12-10
2,120554,2018-07-20
2,120549,2019-05-16
1,120477,2018-10-08
1,120404,2018-05-04
2,120358,2018-05-20
2,120336,2018-01-31
2,120326,2018-12-09
1,120319,2018-11-20
3,120303,2018-08-08
2,120295,2018-08-21
2,120278,2019-01-08
2,120250,2018-01-03
3,120191,2018-02-18
1,120167,2018-04-29
1,120152,2018-04-09
3,120104,2018-05-08
2,120102,2018-12-02
3,120053,2018-06-17
2,120046,2018-12-26
2,119983,2018-01-01
2,119961,2019-01-31
2,119950,2018-09-22
1,119937,2019-04-10
1,119920,2018-10-03
2,119911,2018-01-17
2,119900,2019-05-19
1,119870,2018-12-18
1,119857,2019-01-22
1,119820,2018-06-03
2,119809,2018-09-28
1,119761,2018-01-15
3,119757,2018-07-06
2,119652,2019-04-07
3,119644,2018-03-21
1,119634,2018-06-24
1,119616,2019-03-25
1,119615,2019-02-01
3,119570,2018-01-23
2,119559,2019-01-23
2,119547,2019-03-11
1,119537,2018-09-18
2,119536,2018-06-15
2,119477,2018-11-03
3,119464,2018-05-17
2,119384,2018-05-15
1,119356,2019-05-03
2,119296,2019-02-08
2,119279,2019-03-17
1,119274,2018-07-15
1,119250,2018-11-14
2,119243,2018-02-18
2,119212,2019-03-24
1,119145,2019-02-13
1,119090,2018-04-21
3,119049,2018-01-15
2,119030,2018-09-25
2,119026,2018-11-24
2,118939,2018-07-17
2,118934,2019-03-23
1,118924,2018-07-29
1,118872,2018-02-28
1,118869,2018-03-16
1,118869,2018-06-16
2,118799,2018-04-24
1,118728,2019-03-18
1,118684,2018-05-20
2,118648,2018-02-09
1,118626,2018-08-02
2,118626,2018-08-11
2,118612,2019-05-15
2,118601,2018-02-16
1,118566,2019-05-22
1,118554,2018-07-25
2,118553,2018-09-21
1,118497,2019-03-19
1,118496,2018-01-07
2,118462,2019-03-25
2,118415,2018-04-28
2,118407,2018-01-15
1,118401,2018-11-04
3,118330,2018-07-21
2,118300,2018-03-09
2,118225,2018-09-20
2,118191,2018-03-26
3,118173,2019-04-26
2,118129,2018-07-26
2,118098,2018-10-26
1,118043,2018-01-27
2,117991,2018-05-10
1,117976,2018-02-06
2,117960,2018-05-02
2,117869,2019-02-23
1,117815,2019-01-18
1,117786,2018-09-03
2,117771,2018-02-01
3,117747,2018-09-17
3,117739,2018-10-21
2,117729,2018-08-03
3,117710,2018-03-22
2,117706,2018-04-03
2,117684,2019-06-02
2,117647,2018-03-08
3,117623,2018-08-07
3,117569,2019-03-25
1,117477,2019-01-13
1,117429,2018-08-27
1,117398,2018-12-27
1,117391,2018-03-25
2,117352,2018-07-05
2,117285,2018-08-07
1,117269,2018-04-25
1,117242,2018-11-13
2,117200,2019-02-26
2,117150,2018-08-26
2,117135,2018-01-04
3,117100,2019-04-24
1,117096,2018-06-04
2,117074,2019-01-30
2,117035,2019-01-04
2,116959,2019-02-19
1,116837,2018-04-13
1,116823,2019-03-16
3,116817,2019-01-06
2,116812,2018-09-12
1,116775,2018-06-01
2,116658,2019-03-10
1,116604,2018-06-07
2,116552,2019-02-13
3,116548,2019-06-07
2,116416,2019-02-18
1,116173,2018-05-17
1,116161,2019-06-07
2,116098,2018-12-15
2,116075,2018-06-27
1,115865,2018-08-12
2,115647,2018-07-16
2,115581,2019-05-01
1,115545,2018-12-09
1,115533,2018-08-19
1,115514,2018-12-08
2,115473,2018-12-17
1,115458,2018-07-20
2,115455,2018-10-01
2,115445,2018-07-06
2,115322,2018-03-16
1,115172,2018-04-15
3,115162,2019-03-01
2,115161,2018-03-10
2,115117,2018-05-03
1,115104,2018-01-13
2,115079,2018-06-09
2,115070,2018-06-26
2,115033,2018-03-22
3,114984,2019-02-08
1,114971,2018-12-22
2,114722,2019-06-08
1,114650,2018-04-01
1,114643,2019-01-09
2,114635,2018-03-02
2,114605,2018-04-13
2,114575,2018-03-13
2,114515,2018-08-09
1,114463,2019-06-08
1,114382,2019-05-23
3,114381,2019-06-11
1,114304,2018-11-03
1,114281,2018-09-14
2,114274,2019-03-19
2,114152,2018-06-10
2,114026,2018-11-20
2,114006,2018-07-24
1,113930,2018-12-04
2,113790,2018-03-31
2,113645,2019-06-11
2,113596,2018-12-07
1,113308,2018-07-07
2,113277,2019-03-12
2,113232,2019-02-28
2,113167,2018-09-25
3,113039,2018-09-13
2,112973,2018-03-23
1,112968,2018-09-16
2,112900,2018-12-30
1,112898,2018-03-06
2,112831,2019-01-27
2,112830,2019-04-15
3,112799,2019-01-01
2,112756,2019-04-02
2,112743,2018-11-28
3,112714,2018-01-21
2,112697,2019-05-02
2,112695,2018-05-06
1,112559,2019-02-25
1,112528,2018-09-20
1,112453,2018-11-01
3,112450,2019-06-09
2,112425,2018-03-27
1,112166,2019-01-11
2,112084,2018-02-08
2,112035,2018-05-05
1,112008,2018-02-21
2,111943,2018-08-24
2,111840,2018-08-25
1,111795,2019-05-20
2,111747,2018-10-07
2,111672,2018-11-26
2,111578,2019-03-19
2,111400,2018-06-19
1,111259,2018-10-23
1,111258,2018-06-30
2,111243,2019-01-18
2,110922,2018-08-04
3,110841,2018-09-04
1,110745,2018-07-08
2,110738,2018-04-01
2,110737,2018-04-10
3,110480,2018-11-07
1,110313,2019-06-09
1,110066,2018-01-01
2,109987,2018-04-15
3,109980,2019-01-01
1,109929,2018-01-04
2,109807,2018-11-07
2,109784,2018-03-07
3,109497,2018-01-08
2,109238,2018-09-12
2,109123,2018-02-28
2,109098,2018-04-10
2,108936,2018-09-09
1,108929,2018-03-25
2,108908,2019-01-04
2,108709,2018-07-27
2,108687,2018-12-17
1,108556,2018-10-13
2,108543,2019-06-01
2,108519,2019-01-03
3,108244,2018-07-21
2,108237,2018-12-02
1,108235,2018-09-27
1,108189,2018-12-27
2,108168,2018-10-01
1,108167,2018-12-07
3,108054,2019-01-11
2,107989,2018-10-02
2,107922,2018-04-16
2,107915,2018-01-11
2,107912,2018-10-09
3,107883,2018-12-08
1,107860,2018-09-21
1,107845,2018-05-03
1,107748,2019-02-26
2,107740,2019-03-11
1,107677,2019-02-04
2,107633,2018-09-14
3,107619,2019-01-29
2,107543,2018-01-25
3,107487,2019-01-10
1,107485,2018-01-25
2,107453,2018-11-26
1,107395,2019-04-01
2,107381,2019-01-10
1,107349,2018-06-26
2,107264,2018-05-17
3,107223,2018-06-30
2,107199,2018-04-07
1,107167,2018-05-25
3,107086,2018-06-29
2,107083,2018-06-22
3,106952,2019-03-13
2,106917,2018-05-07
1,106842,2018-06-28
2,106805,2018-11-27
2,106749,2018-10-29
3,106740,2018-06-06
3,106732,2018-03-28
2,106670,2018-04-20
1,106668,2018-09-12
1,106607,2018-07-20
1,106480,2019-05-24
2,106391,2018-09-02
3,106258,2018-09-20
1,106223,2018-01-13
1,106201,2019-03-14
2,106187,2018-11-07
3,106161,2018-05-28
2,106051,2019-04-10
1,106049,2018-10-04
3,105948,2019-01-22
3,105891,2018-08-04
1,105888,2019-02-08
2,105883,2018-05-22
2,105867,2018-02-19
2,105858,2018-09-16
2,105853,2019-06-09
2,105844,2019-06-12
1,105810,2018-12-15
3,105802,2018-09-25
2,105785,2018-08-05
2,105764,2019-02-10
2,105762,2018-08-15
1,105753,2018-05-26
1,105732,2019-03-06
1,105724,2018-03-10
3,105705,2018-02-26
2,105608,2018-07-03
1,105587,2018-04-01
3,105565,2019-02-08
2,105558,2018-11-04
1,105547,2019-05-30
3,105543,2018-09-12
3,105439,2018-03-31
3,105402,2019-06-12
2,105358,2018-04-05
2,105278,2019-04-05
3,105208,2018-08-14
2,105199,2018-12-19
1,105199,2018-09-18
2,105167,2019-01-19
2,105147,2018-09-30
2,105109,2019-04-29
2,105075,2018-05-26
1,105059,2019-02-20
3,105039,2019-02-02
2,105036,2018-04-17
1,105008,2019-04-28
2,104976,2018-02-24
1,104940,2018-05-15
1,104938,2018-12-12
1,104908,2018-01-16
1,104900,2018-02-10
3,104898,2018-10-10
1,104815,2019-06-01
3,104806,2018-03-12
1,104709,2018-01-25
2,104676,2018-03-21
1,104656,2018-07-27
2,104655,2018-06-06
3,104618,2018-05-03
3,104571,2019-01-17
2,104537,2018-07-17
1,104452,2019-06-11
2,104444,2018-11-05
2,104400,2018-02-09
2,104362,2018-09-23
1,104335,2018-04-08
2,104332,2019-04-01
2,104269,2018-12-22
3,104226,2019-04-18
2,104225,2018-11-30
3,104203,2018-06-20
2,104158,2019-05-08
2,104116,2018-11-16
3,103927,2018-07-26
3,103895,2018-08-29
2,103877,2018-05-09
1,103873,2018-02-12
3,103868,2018-08-12
1,103867,2018-12-23
2,103864,2018-07-25
2,103854,2018-10-28
3,103850,2018-03-30
1,103754,2019-01-15
3,103737,2018-08-19
1,103680,2018-06-05
1,103680,2019-01-25
1,103667,2018-11-15
3,103654,2018-06-05
2,103639,2019-05-27
2,103625,2018-05-14
2,103588,2018-03-29
1,103586,2018-02-27
2,103570,2019-01-08
1,103536,2018-03-01
1,103530,2018-09-01
3,103506,2018-04-06
3,103500,2018-07-16
1,103442,2019-04-25
2,103414,2019-04-11
3,103370,2019-03-03
1,103348,2019-04-06
2,103316,2018-12-29
2,103299,2018-02-17
2,103287,2018-03-30
2,103286,2018-03-10
2,103285,2019-05-17
1,103239,2019-01-23
2,103228,2019-02-26
2,103197,2018-12-23
3,103185,2018-02-15
2,103158,2018-09-06
3,103109,2019-05-27
3,103107,2018-03-17
1,103099,2019-05-06
1,103094,2019-02-15
2,103030,2019-05-26
2,103012,2018-08-13
2,102986,2019-03-08
2,102956,2019-06-07
2,102942,2018-03-17
1,102925,2018-11-03
2,102902,2018-12-05
3,102891,2018-01-17
3,102885,2018-08-16
1,102883,2018-04-10
2,102870,2018-11-23
3,102825,2018-12-21
2,102749,2018-09-27
2,102733,2018-11-22
1,102721,2018-08-21
1,102688,2018-07-14
2,102647,2018-01-13
3,102640,2019-04-04
1,102634,2018-04-27
2,102621,2019-03-02
3,102583,2019-04-22
1,102570,2019-01-17
2,102552,2018-02-10
1,102551,2019-06-12
1,102548,2019-03-22
2,102543,2019-05-12
1,102529,2018-10-20
3,102515,2018-05-31
3,102498,2019-01-20
1,102450,2018-01-17
1,102444,2018-09-28
1,102372,2019-05-26
1,102362,2019-03-24
3,102353,2018-12-29
1,102342,2018-12-10
2,102342,2018-12-01
2,102332,2019-01-02
1,102317,2018-08-11
1,102304,2019-03-29
2,102301,2018-09-01
2,102225,2019-05-14
2,102218,2018-10-14
1,102211,2019-01-05
1,102140,2018-03-13
1,102113,2019-01-14
2,102068,2019-02-25
3,102062,2019-02-06
1,102038,2018-01-29
2,102030,2019-03-31
2,101988,2018-12-28
1,101978,2018-05-13
3,101978,2018-07-18
2,101965,2019-02-22
2,101962,2019-06-02
1,101938,2018-11-21
2,101932,2019-04-28
1,101901,2019-02-12
1,101887,2019-02-24
3,101886,2018-01-22
3,101880,2019-05-04
1,101864,2018-01-18
3,101822,2018-08-27
1,101807,2018-07-28
3,101802,2019-02-23
3,101800,2018-03-03
3,101791,2018-04-19
1,101779,2018-10-29
1,101759,2018-04-24
1,101749,2018-05-14
2,101739,2019-03-03
3,101728,2019-03-29
2,101713,2018-01-02
2,101665,2019-01-31
1,101654,2018-02-04
1,101635,2018-04-23
2,101624,2019-02-04
3,101622,2019-02-03
2,101598,2018-07-23
2,101575,2018-08-31
2,101546,2019-02-28
2,101534,2019-05-31
2,101502,2018-01-08
2,101478,2018-05-04
3,101457,2018-08-28
2,101444,2019-05-07
3,101435,2018-09-30
1,101397,2018-02-14
2,101335,2018-06-13
2,101306,2019-03-05
1,101277,2019-05-05
1,101274,2018-02-13
1,101270,2019-02-28
3,101259,2019-04-10
3,101251,2019-02-07
2,101250,2018-06-14
2,101229,2018-08-03
1,101229,2019-04-05
2,101228,2018-11-02
1,101217,2019-03-09
2,101160,2018-02-15
2,101152,2018-04-11
1,101147,2018-04-25
1,101146,2018-04-22
2,101137,2019-04-24
3,101134,2018-12-27
2,101109,2019-04-09
1,101039,2019-04-20
2,101035,2018-11-06
3,100999,2019-04-07
2,100990,2018-01-01
2,100984,2018-01-04
2,100970,2018-11-17
1,100966,2018-09-15
2,100943,2018-08-05
1,100917,2018-06-15
3,100902,2018-06-23
3,100864,2018-06-10
2,100864,2019-06-06
2,100844,2019-01-18
1,100828,2018-06-14
1,100821,2018-08-08
2,100799,2018-09-07
2,100757,2019-01-07
2,100696,2018-09-19
1,100696,2019-04-22
3,100688,2018-04-27
3,100688,2018-03-15
2,100680,2019-03-20
1,100678,2018-11-24
3,100660,2019-02-13
1,100645,2018-07-01
1,100611,2018-04-02
1,100597,2018-11-14
2,100538,2018-07-16
1,100537,2019-06-13
1,100513,2018-07-03
1,100509,2018-11-04
1,100475,2019-06-10
3,100460,2018-06-15
1,100440,2019-02-01
2,100378,2018-07-09
2,100366,2018-08-19
1,100361,2019-02-25
2,100343,2018-04-22
2,100313,2018-04-15
3,100298,2018-06-08
2,100297,2018-12-20
1,100295,2018-02-28
1,100295,2019-01-03
3,100281,2018-11-12
2,100257,2019-01-16
3,100247,2018-07-30
2,100230,2018-05-12
3,100211,2019-01-21
2,100200,2019-02-27
2,100199,2018-02-07
2,100187,2019-04-07
3,100176,2019-04-29
3,100165,2018-10-06
1,100159,2019-04-24
2,100122,2018-03-04
2,100104,2018-11-24
2,100082,2018-10-24
3,100071,2018-04-28
2,100061,2018-06-11
2,100057,2018-10-27
2,100049,2019-05-30
1,100042,2018-07-04
3,100019,2018-06-28
1,100016,2018-05-04
2,100008,2018-11-25
3,99982,2018-03-25
2,99973,2018-07-05
3,99963,2018-05-13
1,99963,2019-05-22
2,99959,2018-01-12
1,99927,2018-06-07
3,99927,2018-10-12
1,99922,2018-06-02
3,99912,2018-08-26
3,99893,2018-10-02
2,99867,2018-02-13
1,99865,2018-12-28
3,99863,2018-06-13
2,99849,2018-07-14
2,99848,2019-02-19
2,99844,2019-06-03
3,99833,2019-02-15
2,99828,2019-05-29
3,99823,2018-02-23
2,99817,2019-05-11
1,99805,2019-05-28
3,99791,2019-04-06
2,99787,2019-02-11
1,99758,2018-02-25
2,99719,2018-07-29
1,99678,2018-10-11
2,99636,2019-02-07
2,99618,2019-02-23
3,99612,2019-05-05
3,99537,2018-06-22
2,99528,2018-11-18
2,99526,2019-06-13
2,99517,2018-02-04
3,99493,2018-03-14
2,99489,2019-01-24
1,99459,2018-06-29
2,99456,2018-03-05
3,99456,2018-02-22
2,99448,2019-03-25
2,99442,2019-02-03
1,99432,2018-01-24
3,99427,2018-07-22
1,99426,2018-03-26
2,99412,2018-06-28
2,99407,2018-06-18
1,99390,2019-05-29
1,99386,2018-05-22
1,99367,2018-11-29
2,99351,2018-03-18
2,99333,2018-05-19
2,99331,2018-12-04
2,99326,2019-05-02
3,99310,2018-04-11
2,99308,2018-06-16
3,99301,2018-05-30
3,99298,2018-02-09
2,99288,2018-08-04
3,99287,2018-04-12
1,99272,2018-10-28
2,99248,2018-02-27
1,99244,2018-11-12
1,99240,2018-11-06
1,99229,2019-01-21
2,99212,2018-11-01
2,99210,2018-04-08
3,99210,2018-06-07
2,99191,2018-06-12
3,99163,2019-05-20
2,99158,2018-12-08
2,99150,2018-12-18
3,99123,2018-03-23
3,99108,2018-01-06
2,99087,2018-06-09
3,99086,2018-10-13
3,99067,2019-05-29
3,99057,2018-02-27
1,99049,2018-01-20
2,99035,2018-02-18
1,99030,2019-03-21
3,99023,2019-06-06
3,99015,2018-10-01
2,99002,2018-05-28
2,98964,2019-04-21
1,98955,2018-04-17
2,98906,2018-06-24
2,98898,2018-03-15
1,98895,2018-08-20
2,98876,2018-01-15
2,98875,2018-12-14
1,98872,2018-08-18
2,98839,2018-12-16
2,98831,2018-04-02
1,98819,2018-07-15
2,98797,2019-03-07
2,98786,2019-01-01
1,98783,2018-01-27
3,98782,2018-10-14
2,98773,2018-03-20
1,98768,2018-08-15
2,98741,2018-08-21
3,98740,2019-01-23
1,98696,2019-04-30
1,98681,2018-01-11
3,98676,2019-01-24
2,98675,2018-08-02
2,98659,2019-05-21
1,98635,2018-08-04
2,98619,2019-01-14
2,98591,2018-09-18
1,98556,2018-02-15
2,98527,2018-12-10
3,98519,2019-01-08
3,98511,2019-06-16
1,98505,2018-03-19
2,98504,2019-04-22
3,98484,2018-03-26
3,98484,2018-07-23
2,98484,2018-12-31
3,98480,2018-05-08
3,98474,2019-05-22
2,98465,2019-05-03
1,98458,2019-01-06
2,98457,2018-01-24
1,98424,2018-05-19
3,98416,2018-12-14
1,98408,2018-09-05
3,98399,2018-06-12
2,98392,2018-08-01
1,98384,2018-12-05
2,98383,2018-02-16
2,98378,2018-04-23
2,98378,2019-01-27
3,98375,2018-09-15
2,98342,2018-02-08
1,98316,2018-06-03
3,98224,2019-01-13
2,98221,2018-07-07
1,98214,2018-05-07
2,98212,2019-04-25
3,98206,2019-01-04
2,98206,2019-05-05
1,98168,2018-09-13
3,98146,2018-04-21
3,98140,2018-11-24
1,98129,2018-12-30
2,98119,2018-01-20
3,98056,2018-11-20
1,98026,2018-07-25
1,97981,2018-10-16
2,97981,2018-11-13
3,97970,2019-06-01
2,97952,2019-05-15
1,97940,2019-01-09
3,97933,2018-02-19
3,97926,2018-05-27
3,97924,2018-07-05
1,97919,2018-11-16
1,97911,2018-01-30
3,97901,2018-07-08
2,97897,2018-10-08
3,97879,2018-01-20
3,97827,2018-12-19
2,97827,2018-08-24
2,97818,2019-06-07
1,97790,2019-03-20
2,97779,2018-10-16
1,97754,2019-05-19
3,97729,2018-07-10
3,97687,2018-05-12
1,97684,2018-09-17
2,97678,2018-01-07
1,97672,2018-05-12
1,97670,2018-11-07
1,97644,2018-07-09
1,97644,2018-11-22
2,97635,2019-03-09
2,97633,2019-01-30
1,97616,2019-02-21
2,97598,2018-04-27
1,97592,2019-02-03
3,97588,2018-01-23
2,97559,2019-04-12
1,97554,2019-02-09
2,97552,2019-05-19
1,97538,2019-05-10
2,97529,2018-10-11
2,97522,2018-08-14
2,97509,2018-01-29
3,97507,2018-04-17
2,97505,2018-05-29
3,97501,2018-06-25
1,97495,2019-03-25
1,97453,2019-04-02
2,97402,2018-02-20
2,97387,2018-03-14
1,97384,2018-06-20
3,97371,2019-04-11
2,97368,2018-11-20
2,97363,2018-01-18
2,97362,2018-05-16
3,97355,2019-02-26
1,97352,2018-04-11
2,97332,2018-07-18
2,97330,2019-03-16
3,97300,2019-03-18
2,97280,2019-04-17
1,97224,2019-05-15
3,97218,2018-01-13
2,97205,2018-10-15
1,97203,2019-05-13
2,97169,2018-07-11
1,97162,2019-06-03
3,97150,2018-04-23
3,97136,2018-10-31
1,97135,2018-12-04
2,97128,2019-04-23
1,97128,2019-01-04
3,97126,2019-03-10
2,97098,2019-01-26
2,97097,2019-02-01
1,97087,2018-08-16
2,97056,2018-08-11
2,97050,2019-03-28
1,97049,2019-01-08
3,97040,2018-12-28
1,97032,2018-06-23
2,97030,2018-06-30
3,97025,2018-06-17
3,97006,2018-05-09
1,97006,2018-03-17
1,96990,2018-09-19
2,96980,2019-03-21
3,96977,2018-08-10
1,96972,2019-03-12
1,96966,2018-04-04
1,96955,2018-08-19
2,96950,2018-12-30
3,96941,2019-03-15
3,96913,2019-05-10
1,96911,2018-10-01
1,96856,2018-02-07
1,96852,2018-02-11
2,96850,2018-11-09
1,96842,2018-11-19
1,96842,2018-06-28
2,96840,2019-03-06
1,96814,2018-08-06
3,96799,2018-12-09
2,96787,2019-04-04
3,96734,2018-06-03
3,96709,2018-03-06
2,96709,2019-03-14
3,96700,2018-05-10
3,96670,2019-03-02
2,96662,2019-01-29
2,96661,2018-03-11
1,96655,2018-04-06
3,96651,2019-03-23
1,96642,2018-04-05
3,96625,2018-05-21
2,96612,2018-12-13
2,96588,2019-03-22
3,96574,2019-03-17
3,96534,2018-10-11
3,96531,2018-11-13
2,96512,2018-04-30
3,96509,2018-07-24
1,96505,2018-10-07
1,96497,2019-04-21
2,96459,2018-07-26
3,96449,2018-01-31
2,96420,2018-01-23
2,96391,2018-12-24
3,96388,2019-02-04
2,96358,2019-01-20
3,96352,2018-08-11
3,96322,2018-01-03
1,96314,2018-01-08
2,96299,2019-05-10
2,96295,2019-04-30
2,96285,2018-06-04
1,96275,2018-01-07
3,96256,2018-03-01
2,96238,2018-10-06
3,96221,2018-12-04
1,96217,2019-01-13
3,96212,2018-07-25
3,96155,2018-11-21
2,96134,2018-01-14
3,96106,2019-05-18
2,96104,2018-08-06
2,96082,2019-01-15
1,96081,2019-03-18
1,96075,2018-11-27
2,96074,2018-09-28
2,96071,2018-08-30
1,96070,2019-01-01
3,96042,2018-11-06
3,96042,2018-11-11
2,96030,2018-09-04
2,96023,2019-03-29
3,96014,2018-03-13
2,96013,2018-01-19
3,96006,2018-12-10
1,96003,2018-07-07
1,96002,2019-05-04
2,95971,2019-03-15
3,95967,2018-08-02
3,95953,2019-03-01
2,95934,2018-06-23
3,95925,2018-08-21
3,95916,2018-01-21
2,95914,2018-09-24
1,95905,2018-04-29
2,95888,2018-10-10
1,95868,2018-05-23
2,95865,2018-04-06
1,95861,2018-02-17
1,95860,2018-03-22
1,95842,2018-03-23
3,95835,2019-05-30
3,95830,2018-05-01
2,95819,2018-05-25
2,95808,2019-03-17
1,95797,2018-06-17
1,95790,2018-07-08
1,95790,2018-09-29
3,95772,2018-10-18
3,95768,2018-09-23
2,95761,2019-01-17
2,95749,2018-03-01
2,95745,2019-04-27
2,95743,2018-06-01
3,95731,2019-01-02
2,95721,2018-11-19
1,95718,2018-06-24
3,95711,2018-08-03
1,95706,2018-12-17
2,95697,2019-01-05
1,95696,2018-11-25
1,95672,2018-08-14
3,95647,2018-03-08
2,95646,2018-12-25
2,95627,2019-05-04
1,95621,2018-12-08
1,95605,2018-03-12
1,95588,2019-01-10
1,95569,2018-06-04
3,95560,2018-10-09
2,95558,2019-05-20
3,95540,2018-08-17
1,95525,2019-05-01
3,95521,2018-05-20
1,95520,2018-03-07
2,95510,2018-02-05
1,95508,2019-01-12
1,95508,2018-12-21
3,95500,2019-01-09
1,95490,2019-03-11
3,95459,2018-07-20
1,95458,2018-06-30
3,95455,2018-09-18
1,95418,2019-01-28
1,95414,2019-01-16
3,95408,2018-12-16
1,95401,2018-02-02
3,95398,2018-07-03
3,95389,2018-01-10
2,95353,2019-05-09
1,95352,2018-12-22
3,95352,2018-07-14
1,95318,2018-03-20
1,95307,2019-02-22
3,95291,2018-05-29
3,95278,2018-11-10
1,95260,2018-10-30
2,95248,2018-09-10
3,95238,2018-06-16
3,95211,2018-03-02
1,95193,2018-07-21
2,95192,2018-08-23
1,95183,2018-04-28
2,95145,2018-11-29
1,95142,2018-03-21
3,95139,2018-07-09
2,95134,2018-08-12
3,95127,2018-01-18
3,95111,2018-12-31
3,95080,2018-06-11
2,95073,2018-10-19
1,95065,2018-07-06
2,95058,2018-10-22
3,95055,2018-04-01
2,95054,2018-09-17
3,95048,2018-11-27
