product_id,name,total_sales,date
YT,YouTrack InCloud,80800,2019-04-03
YT,YouTrack InCloud,80800,2019-05-22
II,IntelliJ IDEA,80800,2019-02-03
YT,YouTrack InCloud,80800,2018-11-12
ALL,All Products Pack,80795,2018-07-30
ALL,All Products Pack,80795,2018-04-23
ALL,All Products Pack,80795,2018-09-30
ALL,All Products Pack,80795,2018-12-02
ALL,All Products Pack,80795,2018-11-03
YT,YouTrack InCloud,80750,2019-02-22
ALL,All Products Pack,80730,2018-08-03
ALL,All Products Pack,80730,2019-04-03
ALL,All Products Pack,80730,2018-01-02
YT,YouTrack InCloud,80700,2018-11-02
YT,YouTrack InCloud,80700,2018-12-17
II,IntelliJ IDEA,80700,2018-05-18
ALL,All Products Pack,80665,2019-04-30
ALL,All Products Pack,80665,2018-07-02
ALL,All Products Pack,80665,2018-08-15
ALL,All Products Pack,80665,2018-07-09
II,IntelliJ IDEA,80650,2019-02-20
II,IntelliJ IDEA,80650,2018-11-15
YT,YouTrack InCloud,80650,2018-05-12
YT,YouTrack InCloud,80650,2018-08-23
ALL,All Products Pack,80600,2018-08-29
II,IntelliJ IDEA,80600,2018-03-21
YT,YouTrack InCloud,80600,2019-04-20
YT,YouTrack InCloud,80600,2019-01-20
II,IntelliJ IDEA,80600,2018-01-05
ALL,All Products Pack,80535,2018-04-12
ALL,All Products Pack,80535,2018-03-15
II,IntelliJ IDEA,80500,2018-09-17
YT,YouTrack InCloud,80500,2018-08-20
YT,YouTrack InCloud,80500,2018-02-12
YT,YouTrack InCloud,80500,2019-05-06
II,IntelliJ IDEA,80450,2018-11-16
YT,YouTrack InCloud,80450,2018-10-11
ALL,All Products Pack,80405,2018-05-18
ALL,All Products Pack,80405,2018-02-09
ALL,All Products Pack,80405,2018-08-11
ALL,All Products Pack,80405,2018-08-21
ALL,All Products Pack,80405,2018-06-11
II,IntelliJ IDEA,80400,2018-02-28
YT,YouTrack InCloud,80400,2018-03-15
II,IntelliJ IDEA,80350,2018-11-14
II,IntelliJ IDEA,80350,2018-02-05
ALL,All Products Pack,80340,2018-05-14
ALL,All Products Pack,80340,2018-11-21
YT,YouTrack InCloud,80300,2018-05-26
YT,YouTrack InCloud,80300,2018-06-28
II,IntelliJ IDEA,80300,2019-02-26
ALL,All Products Pack,80275,2018-11-14
ALL,All Products Pack,80275,2019-04-29
ALL,All Products Pack,80275,2019-03-06
ALL,All Products Pack,80275,2018-09-29
II,IntelliJ IDEA,80250,2019-02-22
YT,YouTrack InCloud,80250,2019-01-29
II,IntelliJ IDEA,80250,2019-04-28
ALL,All Products Pack,80210,2019-02-15
ALL,All Products Pack,80210,2019-04-14
ALL,All Products Pack,80210,2019-03-03
ALL,All Products Pack,80210,2018-05-29
ALL,All Products Pack,80210,2018-06-13
ALL,All Products Pack,80210,2019-05-25
YT,YouTrack InCloud,80200,2018-06-04
YT,YouTrack InCloud,80200,2018-04-03
YT,YouTrack InCloud,80200,2018-10-20
YT,YouTrack InCloud,80150,2018-02-10
ALL,All Products Pack,80145,2019-06-13
ALL,All Products Pack,80145,2019-05-07
ALL,All Products Pack,80145,2018-01-23
ALL,All Products Pack,80145,2019-03-17
ALL,All Products Pack,80080,2018-12-29
YT,YouTrack InCloud,80050,2018-11-05
YT,YouTrack InCloud,80050,2018-08-21
ALL,All Products Pack,80015,2018-12-22
YT,YouTrack InCloud,80000,2018-11-28
II,IntelliJ IDEA,80000,2018-06-26
II,IntelliJ IDEA,80000,2018-10-10
II,IntelliJ IDEA,80000,2018-04-24
YT,YouTrack InCloud,79950,2019-01-13
ALL,All Products Pack,79950,2019-01-09
II,IntelliJ IDEA,79950,2018-04-17
ALL,All Products Pack,79950,2019-04-13
YT,YouTrack InCloud,79900,2018-12-19
YT,YouTrack InCloud,79900,2019-02-06
ALL,All Products Pack,79885,2019-04-22
II,IntelliJ IDEA,79850,2018-02-04
II,IntelliJ IDEA,79850,2018-12-15
ALL,All Products Pack,79820,2019-05-09
ALL,All Products Pack,79820,2018-05-13
II,IntelliJ IDEA,79800,2019-01-11
ALL,All Products Pack,79755,2018-06-09
ALL,All Products Pack,79755,2018-10-11
ALL,All Products Pack,79755,2018-05-04
II,IntelliJ IDEA,79750,2018-05-11
YT,YouTrack InCloud,79750,2018-10-21
YT,YouTrack InCloud,79700,2018-07-20
II,IntelliJ IDEA,79700,2018-12-11
II,IntelliJ IDEA,79700,2018-03-07
ALL,All Products Pack,79690,2019-01-18
ALL,All Products Pack,79690,2018-02-04
II,IntelliJ IDEA,79650,2018-01-09
II,IntelliJ IDEA,79650,2019-03-09
YT,YouTrack InCloud,79650,2018-09-24
YT,YouTrack InCloud,79650,2018-09-30
II,IntelliJ IDEA,79650,2018-06-20
YT,YouTrack InCloud,79650,2018-01-09
ALL,All Products Pack,79625,2018-02-05
ALL,All Products Pack,79625,2018-10-14
ALL,All Products Pack,79625,2018-08-17
II,IntelliJ IDEA,79600,2019-02-16
II,IntelliJ IDEA,79600,2019-01-18
II,IntelliJ IDEA,79600,2018-08-14
ALL,All Products Pack,79560,2018-02-12
ALL,All Products Pack,79560,2019-03-02
ALL,All Products Pack,79560,2019-04-24
ALL,All Products Pack,79560,2018-01-14
YT,YouTrack InCloud,79550,2019-02-18
II,IntelliJ IDEA,79550,2018-02-11
II,IntelliJ IDEA,79550,2018-04-18
YT,YouTrack InCloud,79550,2018-08-03
YT,YouTrack InCloud,79550,2018-11-29
YT,YouTrack InCloud,79500,2018-07-26
ALL,All Products Pack,79495,2018-12-07
ALL,All Products Pack,79495,2018-01-19
YT,YouTrack InCloud,79450,2018-05-08
YT,YouTrack InCloud,79450,2019-03-22
II,IntelliJ IDEA,79450,2019-06-03
ALL,All Products Pack,79430,2019-04-28
ALL,All Products Pack,79430,2018-04-10
ALL,All Products Pack,79430,2018-06-12
ALL,All Products Pack,79430,2018-04-05
II,IntelliJ IDEA,79400,2018-11-07
YT,YouTrack InCloud,79400,2018-10-14
ALL,All Products Pack,79365,2018-09-10
ALL,All Products Pack,79365,2018-09-19
II,IntelliJ IDEA,79350,2019-04-23
YT,YouTrack InCloud,79300,2019-04-13
ALL,All Products Pack,79300,2018-12-05
ALL,All Products Pack,79300,2019-05-27
YT,YouTrack InCloud,79300,2018-10-09
II,IntelliJ IDEA,79300,2018-02-06
YT,YouTrack InCloud,79250,2019-03-27
II,IntelliJ IDEA,79250,2019-03-23
II,IntelliJ IDEA,79250,2018-01-01
ALL,All Products Pack,79235,2019-06-03
ALL,All Products Pack,79235,2019-04-21
YT,YouTrack InCloud,79200,2019-01-04
II,IntelliJ IDEA,79200,2019-02-17
YT,YouTrack InCloud,79200,2018-09-18
II,IntelliJ IDEA,79200,2018-03-23
YT,YouTrack InCloud,79200,2019-01-10
YT,YouTrack InCloud,79200,2018-10-13
ALL,All Products Pack,79170,2019-05-24
ALL,All Products Pack,79170,2019-06-06
ALL,All Products Pack,79170,2018-01-05
ALL,All Products Pack,79170,2018-07-07
ALL,All Products Pack,79170,2019-03-12
ALL,All Products Pack,79170,2018-04-20
II,IntelliJ IDEA,79150,2018-04-28
II,IntelliJ IDEA,79150,2018-04-13
II,IntelliJ IDEA,79150,2019-05-21
YT,YouTrack InCloud,79150,2018-12-10
YT,YouTrack InCloud,79150,2018-05-20
YT,YouTrack InCloud,79150,2018-01-07
II,IntelliJ IDEA,79150,2018-05-21
ALL,All Products Pack,79105,2019-02-16
ALL,All Products Pack,79105,2018-02-07
II,IntelliJ IDEA,79100,2019-05-02
II,IntelliJ IDEA,79100,2018-10-31
II,IntelliJ IDEA,79100,2018-10-01
II,IntelliJ IDEA,79100,2018-04-12
YT,YouTrack InCloud,79100,2018-05-15
YT,YouTrack InCloud,79050,2018-03-26
II,IntelliJ IDEA,79050,2018-01-08
ALL,All Products Pack,79040,2018-02-23
ALL,All Products Pack,79040,2018-10-26
ALL,All Products Pack,79040,2018-01-18
ALL,All Products Pack,79040,2018-11-19
YT,YouTrack InCloud,79000,2018-03-11
YT,YouTrack InCloud,79000,2019-02-10
YT,YouTrack InCloud,79000,2019-05-14
ALL,All Products Pack,78975,2019-02-02
ALL,All Products Pack,78975,2018-07-16
II,IntelliJ IDEA,78950,2018-01-31
II,IntelliJ IDEA,78950,2019-01-01
ALL,All Products Pack,78910,2019-01-22
ALL,All Products Pack,78910,2018-10-25
YT,YouTrack InCloud,78900,2018-10-31
II,IntelliJ IDEA,78850,2019-04-25
YT,YouTrack InCloud,78850,2018-05-17
II,IntelliJ IDEA,78850,2019-04-30
II,IntelliJ IDEA,78850,2019-03-02
ALL,All Products Pack,78845,2018-12-04
ALL,All Products Pack,78845,2018-07-03
ALL,All Products Pack,78845,2018-11-06
ALL,All Products Pack,78845,2018-05-23
ALL,All Products Pack,78845,2018-08-02
II,IntelliJ IDEA,78800,2018-06-04
ALL,All Products Pack,78780,2018-07-28
II,IntelliJ IDEA,78750,2018-05-09
ALL,All Products Pack,78715,2018-11-29
ALL,All Products Pack,78715,2019-02-11
ALL,All Products Pack,78715,2019-05-23
YT,YouTrack InCloud,78700,2018-03-12
II,IntelliJ IDEA,78700,2019-03-20
II,IntelliJ IDEA,78700,2018-08-05
II,IntelliJ IDEA,78650,2018-04-19
II,IntelliJ IDEA,78650,2018-11-12
II,IntelliJ IDEA,78650,2018-06-03
ALL,All Products Pack,78650,2018-11-27
ALL,All Products Pack,78650,2019-03-10
II,IntelliJ IDEA,78600,2018-07-05
ALL,All Products Pack,78585,2019-05-21
ALL,All Products Pack,78585,2018-05-03
II,IntelliJ IDEA,78550,2019-05-27
YT,YouTrack InCloud,78550,2019-04-11
ALL,All Products Pack,78520,2018-10-27
II,IntelliJ IDEA,78500,2018-10-13
II,IntelliJ IDEA,78500,2018-05-19
II,IntelliJ IDEA,78500,2019-03-19
ALL,All Products Pack,78455,2018-02-03
ALL,All Products Pack,78455,2019-05-12
YT,YouTrack InCloud,78400,2018-11-03
ALL,All Products Pack,78390,2019-04-17
II,IntelliJ IDEA,78350,2018-10-24
YT,YouTrack InCloud,78350,2018-10-06
II,IntelliJ IDEA,78350,2019-01-27
II,IntelliJ IDEA,78350,2018-10-05
ALL,All Products Pack,78325,2018-01-30
ALL,All Products Pack,78325,2018-05-28
ALL,All Products Pack,78325,2019-03-21
ALL,All Products Pack,78325,2019-02-07
ALL,All Products Pack,78260,2019-05-13
ALL,All Products Pack,78260,2018-11-12
ALL,All Products Pack,78260,2019-05-19
YT,YouTrack InCloud,78200,2018-01-13
II,IntelliJ IDEA,78200,2019-01-25
ALL,All Products Pack,78195,2019-05-20
ALL,All Products Pack,78195,2018-09-23
ALL,All Products Pack,78195,2018-11-13
YT,YouTrack InCloud,78150,2018-06-03
II,IntelliJ IDEA,78150,2018-06-10
YT,YouTrack InCloud,78150,2018-05-04
ALL,All Products Pack,78130,2018-02-22
ALL,All Products Pack,78065,2018-07-17
II,IntelliJ IDEA,78050,2018-05-01
YT,YouTrack InCloud,78050,2018-02-13
ALL,All Products Pack,78000,2018-06-25
YT,YouTrack InCloud,77950,2018-12-13
II,IntelliJ IDEA,77950,2018-03-26
ALL,All Products Pack,77935,2018-06-03
ALL,All Products Pack,77935,2019-02-20
ALL,All Products Pack,77935,2018-06-24
YT,YouTrack InCloud,77900,2018-03-20
II,IntelliJ IDEA,77900,2019-05-03
ALL,All Products Pack,77870,2018-11-09
ALL,All Products Pack,77870,2018-12-16
ALL,All Products Pack,77870,2019-04-23
II,IntelliJ IDEA,77850,2018-09-21
II,IntelliJ IDEA,77850,2018-01-19
ALL,All Products Pack,77805,2018-01-12
YT,YouTrack InCloud,77800,2019-05-18
II,IntelliJ IDEA,77800,2018-07-02
II,IntelliJ IDEA,77750,2019-03-18
ALL,All Products Pack,77740,2018-01-27
YT,YouTrack InCloud,77700,2019-06-06
ALL,All Products Pack,77675,2018-11-10
ALL,All Products Pack,77675,2018-11-18
ALL,All Products Pack,77675,2019-01-20
YT,YouTrack InCloud,77650,2018-09-17
ALL,All Products Pack,77610,2019-05-10
II,IntelliJ IDEA,77600,2018-02-15
II,IntelliJ IDEA,77550,2018-05-22
II,IntelliJ IDEA,77450,2018-01-23
II,IntelliJ IDEA,77450,2018-12-09
ALL,All Products Pack,77415,2018-07-13
ALL,All Products Pack,77415,2019-04-12
ALL,All Products Pack,77415,2018-01-01
II,IntelliJ IDEA,77350,2018-12-07
ALL,All Products Pack,77350,2018-04-28
YT,YouTrack InCloud,77350,2018-05-02
YT,YouTrack InCloud,77350,2018-06-08
ALL,All Products Pack,77350,2019-04-09
II,IntelliJ IDEA,77300,2018-03-02
II,IntelliJ IDEA,77300,2019-04-26
II,IntelliJ IDEA,77300,2018-08-07
ALL,All Products Pack,77285,2018-03-06
ALL,All Products Pack,77285,2019-01-02
YT,YouTrack InCloud,77250,2019-02-08
II,IntelliJ IDEA,77250,2019-03-25
ALL,All Products Pack,77220,2018-02-01
ALL,All Products Pack,77220,2018-03-29
YT,YouTrack InCloud,77200,2018-03-02
II,IntelliJ IDEA,77200,2018-09-10
II,IntelliJ IDEA,77200,2018-12-27
YT,YouTrack InCloud,77200,2018-05-09
II,IntelliJ IDEA,77200,2018-05-17
ALL,All Products Pack,77155,2018-10-06
ALL,All Products Pack,77155,2018-03-10
ALL,All Products Pack,77155,2018-06-10
II,IntelliJ IDEA,77150,2018-11-20
YT,YouTrack InCloud,77150,2019-05-11
II,IntelliJ IDEA,77100,2019-03-15
YT,YouTrack InCloud,77100,2019-05-26
ALL,All Products Pack,77090,2018-03-12
ALL,All Products Pack,77090,2019-01-16
ALL,All Products Pack,77090,2019-04-04
ALL,All Products Pack,77025,2019-03-24
ALL,All Products Pack,77025,2018-04-08
II,IntelliJ IDEA,77000,2018-10-09
ALL,All Products Pack,76960,2018-08-27
ALL,All Products Pack,76960,2018-03-05
ALL,All Products Pack,76960,2018-11-11
ALL,All Products Pack,76960,2018-05-25
II,IntelliJ IDEA,76950,2018-04-23
II,IntelliJ IDEA,76950,2018-04-07
YT,YouTrack InCloud,76950,2018-11-13
YT,YouTrack InCloud,76900,2018-05-25
II,IntelliJ IDEA,76900,2018-05-06
ALL,All Products Pack,76895,2018-03-01
ALL,All Products Pack,76895,2018-07-14
YT,YouTrack InCloud,76850,2019-03-25
II,IntelliJ IDEA,76850,2019-06-04
II,IntelliJ IDEA,76800,2018-01-04
ALL,All Products Pack,76765,2018-02-25
YT,YouTrack InCloud,76750,2019-03-11
II,IntelliJ IDEA,76750,2019-02-01
YT,YouTrack InCloud,76700,2018-03-08
II,IntelliJ IDEA,76700,2019-01-08
ALL,All Products Pack,76700,2018-09-27
YT,YouTrack InCloud,76700,2018-06-26
YT,YouTrack InCloud,76650,2018-04-15
ALL,All Products Pack,76635,2019-06-16
II,IntelliJ IDEA,76600,2018-08-31
ALL,All Products Pack,76570,2018-10-02
ALL,All Products Pack,76570,2019-01-19
II,IntelliJ IDEA,76550,2019-03-14
II,IntelliJ IDEA,76550,2018-07-20
II,IntelliJ IDEA,76550,2018-10-12
II,IntelliJ IDEA,76500,2018-03-04
II,IntelliJ IDEA,76500,2019-04-01
YT,YouTrack InCloud,76450,2018-08-26
ALL,All Products Pack,76440,2018-02-06
ALL,All Products Pack,76440,2018-01-31
ALL,All Products Pack,76375,2019-03-04
II,IntelliJ IDEA,76350,2018-10-06
ALL,All Products Pack,76310,2019-02-05
ALL,All Products Pack,76310,2018-06-17
ALL,All Products Pack,76310,2018-04-17
ALL,All Products Pack,76310,2018-12-20
YT,YouTrack InCloud,76250,2018-11-10
II,IntelliJ IDEA,76250,2019-03-17
II,IntelliJ IDEA,76200,2018-01-30
II,IntelliJ IDEA,76200,2018-07-23
ALL,All Products Pack,76180,2018-06-15
ALL,All Products Pack,76180,2018-08-22
ALL,All Products Pack,76180,2019-01-26
ALL,All Products Pack,76180,2018-06-02
ALL,All Products Pack,76180,2019-02-09
II,IntelliJ IDEA,76150,2018-10-16
ALL,All Products Pack,76115,2019-05-02
ALL,All Products Pack,76115,2018-12-09
ALL,All Products Pack,76115,2019-01-31
II,IntelliJ IDEA,76100,2018-03-13
II,IntelliJ IDEA,76050,2018-11-17
ALL,All Products Pack,76050,2018-03-18
YT,YouTrack InCloud,76050,2018-04-13
ALL,All Products Pack,76050,2018-08-13
II,IntelliJ IDEA,76050,2018-04-09
ALL,All Products Pack,76050,2018-01-22
II,IntelliJ IDEA,76000,2019-01-06
ALL,All Products Pack,75985,2018-09-06
ALL,All Products Pack,75985,2018-11-25
ALL,All Products Pack,75985,2018-05-20
ALL,All Products Pack,75985,2019-04-26
YT,YouTrack InCloud,75950,2019-01-01
YT,YouTrack InCloud,75950,2019-04-15
ALL,All Products Pack,75920,2018-03-20
YT,YouTrack InCloud,75900,2018-07-17
II,IntelliJ IDEA,75900,2019-01-31
ALL,All Products Pack,75855,2018-07-10
ALL,All Products Pack,75855,2018-02-08
ALL,All Products Pack,75855,2018-12-30
YT,YouTrack InCloud,75850,2018-09-10
YT,YouTrack InCloud,75850,2018-11-06
YT,YouTrack InCloud,75850,2019-01-21
YT,YouTrack InCloud,75800,2018-10-07
YT,YouTrack InCloud,75800,2018-01-12
YT,YouTrack InCloud,75800,2018-10-01
ALL,All Products Pack,75790,2018-10-30
ALL,All Products Pack,75790,2018-10-18
YT,YouTrack InCloud,75750,2018-10-28
YT,YouTrack InCloud,75750,2018-01-23
II,IntelliJ IDEA,75750,2018-04-10
ALL,All Products Pack,75725,2019-01-07
ALL,All Products Pack,75725,2018-02-16
ALL,All Products Pack,75725,2018-01-26
ALL,All Products Pack,75725,2018-07-05
YT,YouTrack InCloud,75700,2018-01-08
II,IntelliJ IDEA,75700,2018-10-03
ALL,All Products Pack,75660,2018-08-18
ALL,All Products Pack,75660,2019-01-12
ALL,All Products Pack,75595,2019-05-04
ALL,All Products Pack,75595,2018-09-22
ALL,All Products Pack,75595,2018-10-16
YT,YouTrack InCloud,75550,2019-04-29
YT,YouTrack InCloud,75550,2018-08-12
YT,YouTrack InCloud,75550,2019-03-30
YT,YouTrack InCloud,75550,2018-05-24
ALL,All Products Pack,75530,2019-05-15
YT,YouTrack InCloud,75500,2019-03-10
YT,YouTrack InCloud,75500,2019-05-20
II,IntelliJ IDEA,75500,2018-10-15
II,IntelliJ IDEA,75500,2018-10-21
ALL,All Products Pack,75465,2018-10-22
YT,YouTrack InCloud,75450,2019-06-07
YT,YouTrack InCloud,75450,2018-07-15
ALL,All Products Pack,75400,2018-04-19
II,IntelliJ IDEA,75400,2018-06-16
YT,YouTrack InCloud,75400,2018-01-15
ALL,All Products Pack,75400,2018-12-06
ALL,All Products Pack,75400,2018-10-23
II,IntelliJ IDEA,75350,2019-03-10
ALL,All Products Pack,75335,2018-12-19
ALL,All Products Pack,75335,2019-05-11
ALL,All Products Pack,75335,2018-11-20
ALL,All Products Pack,75335,2018-05-17
ALL,All Products Pack,75335,2018-09-08
YT,YouTrack InCloud,75300,2019-05-28
YT,YouTrack InCloud,75300,2018-08-13
ALL,All Products Pack,75270,2019-05-31
ALL,All Products Pack,75270,2019-01-06
ALL,All Products Pack,75270,2019-03-20
YT,YouTrack InCloud,75250,2018-12-09
II,IntelliJ IDEA,75250,2018-12-28
II,IntelliJ IDEA,75250,2018-12-03
YT,YouTrack InCloud,75250,2019-03-18
ALL,All Products Pack,75205,2018-12-31
ALL,All Products Pack,75205,2019-05-05
ALL,All Products Pack,75205,2018-11-15
ALL,All Products Pack,75205,2019-04-20
YT,YouTrack InCloud,75200,2019-03-01
YT,YouTrack InCloud,75150,2019-05-03
II,IntelliJ IDEA,75150,2018-08-24
YT,YouTrack InCloud,75100,2019-02-26
YT,YouTrack InCloud,75100,2019-05-16
ALL,All Products Pack,75075,2019-03-08
II,IntelliJ IDEA,75050,2018-11-24
ALL,All Products Pack,75010,2018-07-31
II,IntelliJ IDEA,75000,2019-05-12
YT,YouTrack InCloud,75000,2019-04-14
II,IntelliJ IDEA,75000,2019-03-12
II,IntelliJ IDEA,74900,2018-03-08
II,IntelliJ IDEA,74900,2018-12-22
YT,YouTrack InCloud,74900,2018-06-10
ALL,All Products Pack,74880,2019-06-05
ALL,All Products Pack,74880,2018-10-15
ALL,All Products Pack,74815,2018-12-18
YT,YouTrack InCloud,74800,2018-08-05
YT,YouTrack InCloud,74800,2018-12-26
YT,YouTrack InCloud,74800,2018-07-08
II,IntelliJ IDEA,74750,2019-01-16
II,IntelliJ IDEA,74750,2018-06-15
ALL,All Products Pack,74750,2018-09-05
ALL,All Products Pack,74750,2019-01-27
YT,YouTrack InCloud,74700,2018-01-17
YT,YouTrack InCloud,74700,2018-02-06
YT,YouTrack InCloud,74700,2018-11-04
YT,YouTrack InCloud,74700,2018-09-27
ALL,All Products Pack,74685,2018-07-01
ALL,All Products Pack,74685,2018-08-10
ALL,All Products Pack,74620,2018-09-17
ALL,All Products Pack,74620,2018-12-01
ALL,All Products Pack,74555,2019-04-25
YT,YouTrack InCloud,74550,2018-07-06
YT,YouTrack InCloud,74500,2019-04-24
II,IntelliJ IDEA,74500,2018-08-08
II,IntelliJ IDEA,74500,2018-02-27
II,IntelliJ IDEA,74500,2019-02-08
ALL,All Products Pack,74490,2018-04-13
ALL,All Products Pack,74490,2018-12-26
YT,YouTrack InCloud,74450,2018-08-11
ALL,All Products Pack,74425,2018-06-21
II,IntelliJ IDEA,74400,2018-11-06
YT,YouTrack InCloud,74400,2019-01-25
ALL,All Products Pack,74360,2019-06-07
ALL,All Products Pack,74360,2018-03-24
ALL,All Products Pack,74360,2019-02-25
ALL,All Products Pack,74360,2019-01-25
ALL,All Products Pack,74360,2019-02-22
II,IntelliJ IDEA,74350,2018-11-19
YT,YouTrack InCloud,74300,2019-06-09
II,IntelliJ IDEA,74250,2018-08-04
YT,YouTrack InCloud,74250,2018-01-31
ALL,All Products Pack,74230,2019-03-11
ALL,All Products Pack,74230,2018-09-02
ALL,All Products Pack,74165,2018-10-05
ALL,All Products Pack,74165,2018-12-24
ALL,All Products Pack,74100,2019-04-16
ALL,All Products Pack,74100,2018-12-11
YT,YouTrack InCloud,74100,2018-01-30
ALL,All Products Pack,74100,2018-02-24
ALL,All Products Pack,74035,2019-02-27
ALL,All Products Pack,74035,2018-11-30
ALL,All Products Pack,73970,2018-12-21
II,IntelliJ IDEA,73950,2018-06-05
II,IntelliJ IDEA,73950,2018-09-28
YT,YouTrack InCloud,73950,2018-11-07
II,IntelliJ IDEA,73900,2018-01-15
YT,YouTrack InCloud,73850,2018-03-14
ALL,All Products Pack,73840,2018-09-07
ALL,All Products Pack,73775,2018-02-26
ALL,All Products Pack,73775,2019-01-13
II,IntelliJ IDEA,73750,2018-03-22
II,IntelliJ IDEA,73750,2019-03-21
II,IntelliJ IDEA,73700,2019-01-10
ALL,All Products Pack,73580,2018-01-06
YT,YouTrack InCloud,73550,2018-12-08
ALL,All Products Pack,73515,2018-06-14
ALL,All Products Pack,73515,2018-10-24
II,IntelliJ IDEA,73500,2018-06-11
ALL,All Products Pack,73450,2018-12-25
ALL,All Products Pack,73385,2018-06-26
II,IntelliJ IDEA,73350,2019-01-26
YT,YouTrack InCloud,73300,2019-01-14
II,IntelliJ IDEA,73300,2018-05-05
ALL,All Products Pack,73255,2019-04-08
ALL,All Products Pack,73255,2019-01-14
II,IntelliJ IDEA,73250,2018-03-06
II,IntelliJ IDEA,73150,2018-05-02
ALL,All Products Pack,73125,2018-05-01
YT,YouTrack InCloud,73000,2018-05-11
II,IntelliJ IDEA,73000,2019-02-25
YT,YouTrack InCloud,73000,2018-09-18
ALL,All Products Pack,72930,2019-02-21
ALL,All Products Pack,72930,2018-01-25
YT,YouTrack InCloud,72900,2019-04-08
YT,YouTrack InCloud,72850,2018-03-22
ALL,All Products Pack,72800,2018-08-30
ALL,All Products Pack,72800,2018-03-03
II,IntelliJ IDEA,72750,2019-04-29
ALL,All Products Pack,72735,2018-07-19
II,IntelliJ IDEA,72700,2018-09-13
II,IntelliJ IDEA,72700,2019-06-09
ALL,All Products Pack,72670,2018-10-08
YT,YouTrack InCloud,72650,2018-04-06
ALL,All Products Pack,72605,2018-06-01
II,IntelliJ IDEA,72550,2019-03-28
ALL,All Products Pack,72540,2018-04-24
ALL,All Products Pack,72475,2018-11-08
ALL,All Products Pack,72475,2018-04-26
YT,YouTrack InCloud,72450,2018-09-14
ALL,All Products Pack,72410,2019-04-27
ALL,All Products Pack,72410,2018-04-06
ALL,All Products Pack,72410,2019-02-24
ALL,All Products Pack,72410,2019-03-27
YT,YouTrack InCloud,72400,2018-07-02
ALL,All Products Pack,72345,2018-01-07
ALL,All Products Pack,72345,2018-04-02
ALL,All Products Pack,72345,2018-01-10
II,IntelliJ IDEA,72300,2018-04-01
II,IntelliJ IDEA,72300,2018-11-27
ALL,All Products Pack,72280,2018-08-12
ALL,All Products Pack,72280,2019-06-02
II,IntelliJ IDEA,72250,2019-02-27
ALL,All Products Pack,72215,2018-04-18
ALL,All Products Pack,72150,2018-10-21
ALL,All Products Pack,72150,2019-03-23
ALL,All Products Pack,72150,2019-02-10
II,IntelliJ IDEA,72150,2018-05-25
YT,YouTrack InCloud,72100,2018-09-06
II,IntelliJ IDEA,72100,2018-04-05
YT,YouTrack InCloud,72050,2018-03-16
ALL,All Products Pack,72020,2018-08-09
ALL,All Products Pack,72020,2019-06-08
ALL,All Products Pack,72020,2018-06-18
II,IntelliJ IDEA,72000,2018-10-02
YT,YouTrack InCloud,72000,2018-06-05
YT,YouTrack InCloud,72000,2018-12-05
ALL,All Products Pack,71955,2018-09-24
ALL,All Products Pack,71955,2018-03-02
ALL,All Products Pack,71890,2019-02-12
ALL,All Products Pack,71890,2018-01-17
YT,YouTrack InCloud,71850,2019-02-26
YT,YouTrack InCloud,71850,2019-01-18
ALL,All Products Pack,71760,2019-05-16
ALL,All Products Pack,71760,2018-08-07
ALL,All Products Pack,71695,2018-08-06
II,IntelliJ IDEA,71650,2018-12-04
ALL,All Products Pack,71630,2018-04-09
YT,YouTrack InCloud,71500,2019-05-19
II,IntelliJ IDEA,71500,2018-11-05
ALL,All Products Pack,71500,2018-07-22
YT,YouTrack InCloud,71500,2019-01-17
II,IntelliJ IDEA,71450,2018-12-29
ALL,All Products Pack,71435,2018-05-02
ALL,All Products Pack,71435,2018-10-17
YT,YouTrack InCloud,71400,2018-01-07
II,IntelliJ IDEA,71400,2018-02-22
ALL,All Products Pack,71370,2019-05-18
ALL,All Products Pack,71305,2018-04-29
ALL,All Products Pack,71305,2019-03-26
II,IntelliJ IDEA,71250,2018-01-16
YT,YouTrack InCloud,71250,2019-05-05
YT,YouTrack InCloud,71200,2018-12-28
YT,YouTrack InCloud,71200,2019-04-25
ALL,All Products Pack,71110,2018-05-27
II,IntelliJ IDEA,71100,2018-12-21
YT,YouTrack InCloud,71050,2018-05-22
ALL,All Products Pack,71045,2019-06-14
ALL,All Products Pack,70980,2018-04-15
ALL,All Products Pack,70980,2018-07-24
ALL,All Products Pack,70980,2018-07-12
ALL,All Products Pack,70980,2018-02-20
ALL,All Products Pack,70915,2018-11-05
YT,YouTrack InCloud,70900,2019-03-24
ALL,All Products Pack,70850,2018-08-31
ALL,All Products Pack,70850,2018-04-21
YT,YouTrack InCloud,70850,2018-09-20
YT,YouTrack InCloud,70850,2018-04-27
II,IntelliJ IDEA,70800,2018-04-10
YT,YouTrack InCloud,70800,2019-01-31
ALL,All Products Pack,70785,2018-01-09
YT,YouTrack InCloud,70750,2018-06-06
YT,YouTrack InCloud,70700,2019-01-14
ALL,All Products Pack,70655,2018-09-13
YT,YouTrack InCloud,70600,2018-07-14
YT,YouTrack InCloud,70600,2019-04-22
ALL,All Products Pack,70590,2018-06-08
ALL,All Products Pack,70395,2018-12-13
YT,YouTrack InCloud,70300,2018-03-15
ALL,All Products Pack,70200,2018-06-27
